eff_distance_m,time_diff_s,same_type,causally_linked,both_person_type,both_at_home,any_unknown_anchor,same_user,min_user_ratio,sum_gps_error,label,source
6145.9,3936035.0,1,0,0,0,0,0,0.679,57.2,0,عضوي سالب
95.0,69.0,1,0,0,0,0,0,0.347,44.3,1,عضوي موجب
621.3,8316857.0,0,1,0,1,0,0,0.755,62.9,0,عضوي سالب
0.0,855.6,1,0,0,0,0,0,0.663,52.9,1,مبلغ متأخر
0.0,89.0,1,0,0,0,0,0,0.761,59.3,1,عضوي موجب
12.1,287.0,1,0,0,0,0,0,0.679,46.8,1,مشاهدون بعيدون
597.7,5648018.0,1,0,1,1,0,0,0.47,77.5,0,عضوي سالب
381.5,230.0,1,0,0,0,0,0,0.679,85.6,1,تشتت واسع
2486.5,4057331.0,0,1,0,0,0,0,0.719,41.3,0,عضوي سالب
0.0,311.0,1,0,0,0,0,0,0.697,76.6,1,عضوي موجب
422.1,241.0,1,0,0,0,0,0,0.922,90.5,1,تشتت واسع
0.0,159.0,1,0,0,0,1,0,0.771,64.5,1,عضوي موجب
35.0,334.0,1,0,0,0,0,0,0.85,56.3,1,عضوي موجب
189.0,156.0,1,0,0,0,0,0,0.664,83.8,1,تشتت واسع
63.4,0.0,1,0,0,0,0,0,0.837,27.3,1,عضوي موجب
0.0,126.0,1,0,0,0,1,0,0.748,75.2,1,عضوي موجب
3720.6,2838790.0,1,0,0,0,0,0,0.191,51.8,0,عضوي مع كاذب
39.5,245.0,1,0,0,0,0,0,0.724,81.1,1,عضوي موجب
58.2,18.0,1,0,0,0,0,0,0.763,27.0,1,عضوي موجب
82.5,1.0,1,0,0,0,0,0,0.7,18.9,1,عضوي موجب
45.2,67.0,1,0,0,0,0,0,0.642,77.5,1,تشتت واسع
17.6,137.0,1,0,0,0,0,0,0.823,34.2,1,عضوي موجب
80.5,29.0,1,0,0,0,0,0,0.861,53.0,1,عضوي موجب
287.0,44.0,0,1,0,0,0,0,0.621,43.6,0,حريق+طبي مستقلان
0.0,128.0,1,0,0,0,0,0,0.609,77.2,1,تشتت واسع
58.5,53.0,0,1,0,0,0,0,0.735,43.3,1,انفجار مركب
78.3,49.0,1,0,0,0,1,0,0.646,37.4,1,مشاهدون بعيدون
11.7,301.0,1,0,1,1,0,0,0.832,45.2,1,عضوي موجب
0.0,1294.1,1,0,0,0,0,0,0.728,20.2,0,نفس المكان بفاصل زمني
322.3,168.0,1,0,0,0,0,0,0.779,76.5,1,تشتت واسع
4710.6,362037.0,0,1,0,0,0,0,0.758,46.9,0,عضوي سالب
5410.0,3082013.0,0,1,0,0,0,0,0.74,82.6,0,عضوي سالب
0.0,142.0,1,0,0,0,0,0,0.811,46.4,1,مبلغ متأخر
1.6,297.0,1,0,1,1,0,0,0.677,56.1,1,عضوي موجب
50.6,134.0,1,0,0,0,1,0,0.685,52.2,1,عضوي موجب
341.6,119.0,1,0,0,0,0,0,0.793,67.3,1,تشتت واسع
8867.8,7242722.0,0,1,0,0,0,0,0.47,55.0,0,عضوي سالب
6.1,136.0,1,0,0,0,0,0,0.803,38.3,1,كاذب انتهازي
80.6,134.0,1,0,0,0,1,0,0.304,36.1,0,كاذب انتهازي
0.0,122.0,1,0,1,0,0,0,0.461,51.0,1,عضوي موجب
19.1,86.0,1,0,0,0,0,0,0.788,44.0,1,عضوي موجب
0.0,222.0,1,0,0,0,0,1,0.788,84.4,1,عضوي موجب
3958.0,7112021.0,0,1,0,0,0,0,0.771,57.8,0,عضوي سالب
24.4,1447.6,1,0,0,0,0,0,0.783,23.1,0,نفس المكان بفاصل زمني
67.4,122.0,1,0,0,0,1,0,0.813,61.4,1,عضوي موجب
3322.7,10995465.0,0,1,0,0,0,0,0.613,53.8,0,عضوي سالب
19.8,32.0,1,0,0,0,0,0,0.707,30.1,1,عضوي موجب
0.0,441.0,1,0,0,0,0,0,0.737,83.5,1,عضوي موجب
0.0,1939.1,1,0,0,0,0,0,0.815,41.1,0,نفس المكان بفاصل زمني
0.0,29.0,0,1,0,0,0,0,0.65,45.4,1,انفجار مركب
29.3,379.0,1,0,0,1,0,0,0.788,13.9,1,عضوي موجب
48.2,148.0,1,0,0,0,0,0,0.788,40.6,1,عضوي موجب
0.0,115.0,1,0,1,1,0,0,0.701,59.3,0,جيران طبيون
43.5,10.0,1,0,0,0,0,0,0.707,48.3,1,عضوي موجب
5635.1,13083446.0,0,1,0,0,0,0,0.943,72.7,0,عضوي سالب
15.8,115.0,0,1,0,0,0,0,0.659,57.6,1,انفجار مركب
41.7,135.0,1,0,0,0,0,0,0.824,39.4,1,عضوي موجب
9.0,158.0,1,0,0,0,0,0,0.687,39.2,1,عضوي موجب
0.0,276.0,1,0,1,1,0,0,0.679,66.9,1,عضوي موجب
712.1,14358168.0,1,0,0,0,1,0,0.669,59.2,0,عضوي سالب
3138.6,3868326.0,1,0,0,0,1,0,0.618,76.6,0,عضوي سالب
0.0,186.0,1,0,0,0,0,1,0.914,23.0,1,عضوي موجب
29.9,364.0,1,0,0,0,0,0,0.927,59.8,1,عضوي موجب
37.6,58.0,1,0,0,0,0,0,0.651,38.3,1,حريقان متجاوران
0.0,938.5,1,0,0,0,0,0,0.778,63.0,0,نفس المكان بفاصل زمني
3504.3,5127237.0,0,1,0,1,0,0,0.853,44.9,0,عضوي سالب
272.5,109.0,1,0,0,0,0,0,0.721,72.3,1,تشتت واسع
3714.7,9913547.0,1,0,0,0,0,0,0.769,31.3,0,عضوي سالب
0.0,267.0,1,0,0,0,0,0,0.788,75.1,1,عضوي موجب
6.0,112.0,0,1,0,0,0,0,0.755,52.1,1,انفجار مركب
97.4,292.0,1,0,0,0,0,0,0.716,81.3,1,تشتت واسع
10.0,1539.6,1,0,0,0,0,0,0.62,19.3,0,نفس المكان بفاصل زمني
0.0,1905.2,1,0,0,0,0,0,0.786,48.4,0,نفس المكان بفاصل زمني
182.7,9.0,1,0,0,0,0,0,0.712,58.2,0,حريقان متجاوران
0.0,154.0,1,0,0,0,0,0,0.824,46.7,1,عضوي موجب
368.9,41.0,1,0,0,0,0,0,0.723,70.9,1,تشتت واسع
47.7,106.0,1,0,0,0,0,0,0.674,35.0,1,عضوي موجب
19.9,1136.7,1,0,0,0,0,0,0.703,37.2,1,مبلغ متأخر
423.2,272.0,1,0,0,0,0,0,0.755,65.9,1,تشتت واسع
54.2,161.0,1,0,1,0,0,0,0.821,20.8,1,عضوي موجب
203.7,125.0,1,0,0,0,0,0,0.677,39.8,0,حريقان متجاوران
197.0,552.4,1,0,0,0,0,0,0.686,48.6,0,سلسلة حوادث سير
210.4,102.0,0,1,0,0,0,0,0.71,41.7,0,حريق+طبي مستقلان
0.0,146.0,1,0,0,1,0,0,0.719,85.8,1,عضوي موجب
25.6,64.0,1,0,0,0,1,0,0.286,65.2,0,كاذب انتهازي
0.0,130.0,1,0,0,0,0,0,0.763,30.8,1,عضوي موجب
44.2,81.0,1,0,0,0,0,0,0.821,78.0,1,عضوي موجب
5.7,33.0,1,0,0,0,1,0,0.9,28.7,1,عضوي موجب
47.2,419.0,1,0,0,0,0,0,0.768,22.2,1,عضوي موجب
0.0,232.0,1,0,0,0,0,0,0.651,45.6,1,مبلغ متأخر
63.5,32.0,1,0,0,0,1,0,0.641,45.4,1,عضوي موجب
2953.6,22283410.0,0,1,0,0,1,0,0.608,70.2,0,عضوي سالب
4.2,83.0,1,0,0,0,0,0,0.624,46.8,1,مبلغ متأخر
4818.5,1029586.0,0,0,0,0,0,0,0.671,31.2,0,عضوي سالب
19.7,315.0,1,0,0,0,0,0,0.697,84.7,1,تشتت واسع
4729.0,9124666.0,0,1,0,0,0,0,0.685,87.6,0,عضوي سالب
0.0,151.0,1,0,0,0,0,0,0.836,72.7,1,عضوي موجب
240.1,2346824.0,0,1,0,0,0,0,0.71,57.7,0,عضوي سالب
25.1,60.0,1,0,1,0,0,0,0.705,75.8,1,عضوي موجب
2803.0,4353875.0,0,1,0,0,0,0,0.834,61.8,0,عضوي سالب
46.3,149.0,1,0,0,0,0,0,0.744,67.9,1,عضوي موجب
154.2,22.0,1,0,0,0,0,0,0.636,74.7,1,تشتت واسع
170.1,263.0,0,1,0,0,0,0,0.819,64.5,0,حريق+طبي مستقلان
0.0,194.0,1,0,0,0,0,0,0.604,34.4,1,عضوي موجب
17.2,91.0,1,0,0,0,0,0,0.698,67.2,1,عضوي موجب
40.1,50.0,1,0,0,0,1,0,0.274,60.1,0,كاذب انتهازي
0.0,665.0,1,0,0,0,0,0,0.605,44.5,1,مبلغ متأخر
6.9,152.0,1,0,0,0,0,0,0.659,30.1,1,حريقان متجاوران
0.0,10.0,1,0,0,0,0,0,0.76,36.7,1,حريق+طبي مستقلان
140.0,143.0,1,0,1,1,0,0,0.666,54.3,1,عضوي موجب
181.4,214.0,1,0,0,0,1,0,0.84,49.5,1,مشاهدون بعيدون
3252.5,4318430.0,0,1,0,0,0,0,0.59,55.4,0,عضوي سالب
3829.1,4734989.0,0,1,0,0,1,0,0.365,79.3,0,عضوي سالب
6228.7,10122775.0,0,0,0,0,0,0,0.152,61.7,0,عضوي مع كاذب
31.9,62.0,1,0,0,0,0,0,0.756,80.4,1,تشتت واسع
1333.1,26351577.0,1,0,0,0,0,0,0.489,74.2,0,عضوي سالب
0.0,137.0,1,0,0,0,0,0,0.601,31.0,1,كاذب انتهازي
12.2,570.9,1,0,0,0,0,0,0.661,43.8,1,مبلغ متأخر
0.0,1211.6,1,0,0,0,0,0,0.776,52.3,1,مبلغ متأخر
29.6,109.0,1,0,0,0,1,0,0.274,40.6,0,كاذب انتهازي
0.0,1182.1,1,0,0,0,0,0,0.61,63.0,1,مبلغ متأخر
270.2,105.0,0,1,0,1,0,0,0.613,32.6,0,حريق+طبي مستقلان
6632.9,6722204.0,1,0,1,1,0,0,0.875,81.5,0,عضوي سالب
413.2,38.0,1,0,0,0,0,0,0.664,85.8,1,تشتت واسع
2156.2,794557.0,0,0,0,0,0,0,0.586,73.4,0,عضوي سالب
5810.0,6812534.0,0,0,0,0,0,0,0.138,59.1,0,عضوي مع كاذب
94.1,69.0,1,0,1,1,0,0,0.864,45.5,1,عضوي موجب
20.0,151.0,1,0,0,0,1,0,0.699,58.5,1,عضوي موجب
3211.5,8658483.0,0,1,0,0,1,0,0.461,48.5,0,عضوي سالب
12749.8,11869285.0,0,1,0,0,0,0,0.845,60.3,0,عضوي سالب
0.0,181.0,1,0,0,0,0,1,0.846,95.4,1,عضوي موجب
298.1,335.0,1,0,0,0,0,0,0.701,79.2,1,تشتت واسع
187.7,96.0,1,0,0,0,0,0,0.827,85.0,1,تشتت واسع
201.0,236.0,0,1,0,1,0,0,0.806,44.7,0,حريق+طبي مستقلان
28.3,159.0,1,0,0,0,0,0,0.849,34.5,1,عضوي موجب
0.0,37.0,1,0,0,0,0,0,0.874,50.4,1,عضوي موجب
11398.5,20877961.0,1,0,0,0,1,0,0.581,35.8,0,عضوي سالب
0.0,86.0,1,0,0,0,1,0,0.807,82.6,1,عضوي موجب
54.3,83.0,0,1,0,1,0,0,0.71,32.2,1,انفجار مركب
42.0,125.0,1,0,0,0,0,0,0.871,21.1,1,عضوي موجب
95.0,69.0,1,0,0,0,1,0,0.582,29.8,1,عضوي موجب
17.5,313.0,1,0,0,0,1,0,0.618,72.9,1,عضوي موجب
159.7,155.0,1,0,0,0,1,0,0.686,39.6,1,مشاهدون بعيدون
119.8,107.0,1,0,0,0,1,0,0.697,38.1,1,مشاهدون بعيدون
105.5,103.0,1,0,0,0,0,0,0.62,30.3,1,عضوي موجب
8.4,38.0,1,0,0,0,1,0,0.862,37.0,1,عضوي موجب
0.0,94.0,1,0,0,0,0,0,0.673,85.7,1,تشتت واسع
483.1,21275702.0,0,0,0,0,0,0,0.584,57.1,0,عضوي سالب
56.6,3.0,1,0,0,0,0,0,0.872,22.4,1,عضوي موجب
5240.9,10610098.0,0,1,0,0,1,0,0.154,67.5,0,عضوي مع كاذب
6899.3,10078735.0,0,1,0,1,0,0,0.688,23.3,0,عضوي سالب
13741.1,20161084.0,0,1,0,0,0,0,0.269,63.0,0,عضوي سالب
14.5,1462.7,1,0,0,0,0,0,0.803,30.6,0,نفس المكان بفاصل زمني
3.9,159.0,1,0,0,0,1,0,0.761,47.4,1,عضوي موجب
523.7,5431965.0,0,1,0,0,0,0,0.659,85.6,0,عضوي سالب
57.7,153.0,1,0,0,0,0,0,0.861,44.9,1,عضوي موجب
5341.5,4530763.0,1,0,0,0,0,0,0.875,61.7,0,عضوي سالب
58.9,222.0,1,0,0,0,0,0,0.821,60.6,1,عضوي موجب
3423.0,14896066.0,0,0,0,0,1,0,0.766,41.6,0,عضوي سالب
0.2,260.0,1,0,0,0,1,0,0.875,73.4,1,عضوي موجب
0.0,42.0,1,0,0,0,0,0,0.772,72.2,1,عضوي موجب
71.0,72.0,1,0,0,0,0,0,0.681,61.5,1,عضوي موجب
6.7,349.0,1,0,0,0,1,0,0.585,46.2,1,عضوي موجب
0.0,208.0,1,0,0,0,1,0,0.846,56.0,1,عضوي موجب
94.6,13.0,1,0,0,0,0,0,0.719,31.2,1,عضوي موجب
296.8,162.0,1,0,0,0,1,0,0.631,30.2,1,مشاهدون بعيدون
78.0,426.0,1,0,0,0,0,0,0.59,60.3,1,عضوي موجب
39.5,40.0,1,0,0,1,0,0,0.853,69.8,1,عضوي موجب
55.3,245.0,1,0,0,0,0,0,0.78,53.9,1,عضوي موجب
17.1,180.0,1,0,0,0,0,0,0.631,48.5,1,حريق+طبي مستقلان
0.0,55.0,1,0,0,0,0,0,0.737,84.8,1,عضوي موجب
7979.5,8683019.0,0,1,0,1,0,0,0.671,81.6,0,عضوي سالب
0.0,45.0,1,0,1,1,0,0,0.667,48.8,0,جيران طبيون
5.7,74.0,1,0,0,0,0,0,0.744,63.4,1,عضوي موجب
31.4,305.0,1,0,0,0,0,0,0.661,67.3,1,تشتت واسع
0.0,130.0,1,0,0,0,1,0,0.685,50.0,1,عضوي موجب
15.0,43.0,1,0,1,1,0,0,0.601,26.5,1,انفجار مركب
0.0,213.0,1,0,0,0,0,0,0.703,62.0,1,عضوي موجب
42.8,214.0,1,0,0,0,0,0,0.669,22.2,1,عضوي موجب
39.1,0.0,1,0,1,0,0,0,0.409,55.5,1,عضوي موجب
0.0,1000.4,1,0,0,0,0,0,0.74,47.8,0,نفس المكان بفاصل زمني
6.2,224.0,1,0,0,0,0,0,0.584,44.7,1,عضوي موجب
35.1,34.0,1,0,0,0,0,0,0.736,17.9,1,مبلغ متأخر
9.2,149.0,1,0,0,0,0,0,0.772,66.4,1,عضوي موجب
72.1,108.0,1,0,0,0,1,0,0.68,68.2,1,عضوي موجب
82.5,299.0,1,0,0,0,0,0,0.7,18.9,1,عضوي موجب
0.0,225.0,1,0,0,0,0,0,0.497,42.9,1,عضوي موجب
1816.1,2855726.0,1,0,0,0,0,0,0.685,25.9,0,عضوي سالب
2376.2,4921855.0,0,1,0,0,0,0,0.745,34.3,0,عضوي سالب
100.1,2.0,0,1,0,0,0,0,0.605,36.2,0,حريق+طبي مستقلان
550.6,2911.7,0,1,0,0,0,1,0.663,40.8,0,نفس المستخدم حادثان
0.0,231.0,1,0,0,0,0,0,0.686,92.9,1,عضوي موجب
65.9,341.0,1,0,0,0,0,0,0.892,75.1,1,عضوي موجب
6592.0,2106665.0,0,1,0,0,0,0,0.799,58.1,0,عضوي سالب
0.0,134.0,1,0,0,0,0,0,0.788,91.1,1,عضوي موجب
11.9,127.0,1,0,0,0,0,0,0.687,68.9,1,عضوي موجب
0.0,1502.8,1,0,0,0,0,0,0.707,53.6,0,نفس المكان بفاصل زمني
11992.9,8887613.0,0,1,0,0,0,0,0.588,43.3,0,عضوي سالب
317.1,250.0,1,0,0,0,0,0,0.742,51.5,1,مشاهدون بعيدون
3982.1,3813643.0,0,1,0,0,0,0,0.74,81.9,0,عضوي سالب
110.3,20.0,1,0,1,0,1,0,0.821,50.2,1,عضوي موجب
16.8,35.0,1,0,0,0,0,0,0.871,27.1,1,عضوي موجب
0.0,1521.1,1,0,0,0,0,0,0.689,58.3,0,نفس المكان بفاصل زمني
28.2,332.0,1,0,0,1,0,0,0.813,20.3,1,عضوي موجب
121.0,39.0,1,0,0,0,1,0,0.699,14.2,1,عضوي موجب
34.6,179.0,1,0,0,0,0,0,0.774,51.1,1,عضوي موجب
5.2,50.0,1,0,0,0,0,0,0.761,54.2,1,عضوي موجب
0.0,238.0,1,0,0,0,0,1,0.595,52.0,1,عضوي موجب
49.7,49.0,1,0,0,0,0,0,0.734,27.3,1,عضوي موجب
40.3,110.0,1,0,0,0,0,0,0.699,39.4,1,عضوي موجب
82.6,115.0,0,1,0,1,0,0,0.84,51.3,0,حريق+طبي مستقلان
386.5,15.0,1,0,0,0,0,0,0.781,94.8,1,تشتت واسع
1375.3,13201361.0,0,0,0,0,1,0,0.784,59.9,0,عضوي سالب
0.0,67.0,1,0,0,0,0,0,0.663,37.7,1,مبلغ متأخر
9288.1,13409375.0,0,1,0,0,0,0,0.461,58.7,0,عضوي سالب
60.5,179.0,1,0,0,0,0,0,0.636,67.7,1,عضوي موجب
0.0,26.0,0,1,0,1,0,0,0.873,52.4,1,انفجار مركب
0.0,346.0,1,0,0,1,0,0,0.59,76.1,1,عضوي موجب
60.2,326.0,1,0,0,0,0,0,0.639,43.2,1,عضوي موجب
389.9,167.0,1,0,0,0,0,0,0.811,28.3,0,حريقان متجاوران
12.7,266.0,1,0,0,0,0,0,0.861,49.8,1,عضوي موجب
0.0,31.0,1,0,0,0,0,0,0.565,78.3,1,عضوي موجب
4406.4,8583314.0,0,1,0,0,0,0,0.695,50.9,0,عضوي سالب
25.7,23.0,1,0,0,0,1,0,0.739,35.2,1,عضوي موجب
63.0,118.0,1,0,0,0,1,0,0.826,47.5,1,عضوي موجب
45.6,354.0,1,0,1,0,0,0,0.734,74.2,1,عضوي موجب
3383.2,6235218.0,0,1,0,0,0,0,0.812,32.4,0,عضوي سالب
5.8,258.0,1,0,0,0,0,0,0.685,78.6,1,عضوي موجب
1.0,24.0,1,0,0,0,0,0,0.728,39.7,1,مبلغ متأخر
5094.6,3908007.0,0,1,0,0,0,0,0.734,32.8,0,عضوي سالب
6465.4,14917314.0,0,0,0,0,0,0,0.693,25.7,0,عضوي سالب
87.3,168.0,1,0,0,0,0,0,0.809,35.1,1,عضوي موجب
130.1,62.0,1,0,0,0,0,0,0.611,95.5,1,تشتت واسع
90.8,941.6,1,0,0,0,0,0,0.643,31.8,0,سلسلة حوادث سير
70.0,231.0,1,0,0,0,0,0,0.745,85.3,1,تشتت واسع
103.0,190.0,1,0,0,0,1,0,0.72,77.2,1,عضوي موجب
0.0,7.0,1,0,0,0,0,0,0.813,43.2,1,حريق+طبي مستقلان
543.8,130.0,1,0,0,0,0,0,0.681,41.7,0,حريقان متجاوران
21.6,9.0,1,0,0,0,0,0,0.61,22.9,1,حريق+طبي مستقلان
54.3,108.0,1,0,0,0,0,0,0.698,54.7,1,عضوي موجب
0.0,929.4,1,0,0,0,0,0,0.899,46.3,1,مبلغ متأخر
0.0,228.0,1,0,0,0,0,0,0.63,85.4,1,تشتت واسع
135.8,308.0,1,0,0,0,0,0,0.845,82.2,1,تشتت واسع
0.0,323.0,1,0,0,0,1,0,0.616,43.2,1,عضوي موجب
0.0,19.0,1,0,0,0,0,0,0.628,57.1,1,نفس المكان بفاصل زمني
12323.1,12104133.0,1,0,0,0,1,0,0.705,80.0,0,عضوي سالب
172.6,22.0,1,0,0,0,0,0,0.885,82.9,1,تشتت واسع
0.0,135.0,1,0,1,1,0,1,0.838,84.2,1,عضوي موجب
153.0,144.0,1,0,0,0,0,0,0.869,83.9,1,تشتت واسع
37.2,217.0,1,0,0,0,0,0,0.606,78.4,1,تشتت واسع
0.0,50.0,1,0,0,0,0,0,0.771,57.7,1,نفس المكان بفاصل زمني
180.6,168.0,1,0,0,0,0,0,0.815,88.5,1,تشتت واسع
0.0,1070.9,1,0,0,0,0,0,0.64,39.0,1,مبلغ متأخر
109.3,19.0,1,0,0,0,0,0,0.745,80.5,1,تشتت واسع
2.5,372.0,1,0,0,0,0,0,0.76,59.2,1,عضوي موجب
24.2,144.0,1,0,0,0,1,0,0.68,54.0,1,عضوي موجب
6998.8,12447108.0,0,0,0,0,0,0,0.79,83.7,0,عضوي سالب
0.0,175.0,1,0,0,0,0,0,0.626,31.8,1,عضوي موجب
4826.5,8198596.0,0,0,0,0,0,0,0.781,28.6,0,عضوي سالب
0.0,58.0,0,1,0,0,0,0,0.755,41.6,1,انفجار مركب
5884.6,30179847.0,0,0,0,0,0,0,0.927,51.8,0,عضوي سالب
2180.6,16593539.0,0,0,0,0,1,0,0.306,50.0,0,عضوي مع كاذب
12.5,169.0,1,0,0,0,0,0,0.698,75.0,1,عضوي موجب
7404.2,9213219.0,0,1,0,0,0,0,0.83,60.0,0,عضوي سالب
0.0,81.0,1,0,0,1,0,0,0.618,41.4,1,انفجار مركب
0.0,202.0,1,0,0,1,0,0,0.724,58.5,1,حريق+طبي مستقلان
362.0,316.0,1,0,0,0,0,0,0.692,45.5,1,مشاهدون بعيدون
4930.7,5126796.0,0,1,0,0,0,0,0.914,30.4,0,عضوي سالب
0.0,153.0,1,0,0,0,0,0,0.841,50.9,1,انفجار مركب
561.8,228.0,1,0,0,0,0,0,0.888,36.1,0,حريقان متجاوران
466.1,378.0,1,0,0,0,0,0,0.646,82.7,1,تشتت واسع
0.0,76.0,1,0,0,0,0,0,0.824,54.5,1,عضوي موجب
0.0,115.0,1,0,0,0,0,0,0.685,68.9,1,عضوي موجب
0.0,254.0,1,0,0,0,0,0,0.74,51.3,1,عضوي موجب
0.0,139.0,1,0,0,0,0,0,0.676,74.3,1,عضوي موجب
0.0,735.0,1,0,0,0,0,0,0.605,39.4,1,مبلغ متأخر
8712.9,10794896.0,0,1,0,0,0,0,0.679,72.4,0,عضوي سالب
26.6,326.0,0,1,0,0,0,0,0.675,48.0,1,انفجار مركب
1521.3,13866970.0,0,1,0,0,0,0,0.498,42.8,0,عضوي سالب
888.6,21541520.0,0,1,0,0,0,0,0.712,65.9,0,عضوي سالب
58.1,279.0,1,0,0,0,0,0,0.458,37.2,1,عضوي موجب
2252.5,12729336.0,0,0,0,0,1,0,0.685,38.5,0,عضوي سالب
0.0,199.0,1,0,0,0,1,0,0.848,64.0,1,عضوي موجب
0.0,665.0,1,0,0,0,0,0,0.668,21.7,1,مبلغ متأخر
0.0,199.0,1,0,0,1,0,1,0.72,88.8,1,عضوي موجب
3662.5,16014647.0,0,1,0,0,0,0,0.719,24.1,0,عضوي سالب
0.0,20.0,1,0,0,0,0,0,0.639,71.4,1,عضوي موجب
0.0,139.0,1,0,0,0,1,0,0.591,79.4,1,عضوي موجب
209.2,190.0,1,0,0,0,1,0,0.641,43.4,1,مشاهدون بعيدون
61.4,8.0,1,0,1,1,0,0,0.82,35.3,1,عضوي موجب
0.0,561.0,1,0,0,0,0,0,0.726,63.9,1,عضوي موجب
45.3,0.0,1,0,0,0,1,0,0.283,38.3,0,كاذب انتهازي
44.2,85.0,1,0,0,0,0,0,0.415,36.4,1,عضوي موجب
0.0,21.0,1,0,0,0,0,0,0.724,53.1,1,حريق+طبي مستقلان
3497.1,9017318.0,0,1,0,1,0,1,0.87,71.9,0,عضوي سالب
6553.0,1685468.0,1,0,0,0,0,0,0.712,95.7,0,عضوي سالب
1087.3,2605526.0,0,1,0,0,1,0,0.753,80.4,0,عضوي سالب
84.8,61.0,1,0,0,0,0,0,0.882,58.6,1,عضوي موجب
0.0,294.0,1,0,0,0,0,0,0.585,31.7,1,عضوي موجب
71.8,31.0,1,0,0,0,0,0,0.676,58.2,1,عضوي موجب
341.3,186.0,1,0,0,0,0,0,0.697,89.7,1,تشتت واسع
8.8,719.4,1,0,0,0,0,0,0.608,29.5,1,مبلغ متأخر
958.3,16644623.0,0,1,0,0,0,0,0.725,45.0,0,عضوي سالب
355.1,60.0,1,0,0,0,0,0,0.754,36.4,0,حريقان متجاوران
76.5,20.0,1,0,0,0,0,0,0.707,28.8,1,عضوي موجب
129.3,71.0,1,0,0,0,0,0,0.853,45.7,1,عضوي موجب
2734.5,18314928.0,0,0,0,0,0,0,0.896,14.4,0,عضوي سالب
34.6,119.0,1,0,0,0,0,0,0.81,57.0,1,عضوي موجب
19.8,325.0,1,0,0,0,0,0,0.722,82.8,1,عضوي موجب
31.9,67.0,0,1,0,0,0,0,0.721,42.3,1,انفجار مركب
103.0,66.0,1,0,0,0,0,0,0.909,67.7,1,عضوي موجب
1.2,37.0,1,0,0,0,0,0,0.847,31.8,1,حريقان متجاوران
0.0,300.0,1,0,0,0,0,0,0.8,77.8,1,عضوي موجب
0.0,58.0,1,0,1,1,0,0,0.644,48.5,0,جيران طبيون
65.6,334.0,1,0,0,0,0,0,0.706,48.0,1,عضوي موجب
0.0,36.0,1,0,1,1,0,0,0.611,50.1,0,جيران طبيون
4.7,276.0,1,0,0,0,0,0,0.788,52.6,1,عضوي موجب
3721.1,9507363.0,0,1,0,0,1,0,0.683,66.3,0,عضوي سالب
168.5,123.0,1,0,0,0,0,0,0.733,26.8,1,مشاهدون بعيدون
278.5,46.0,1,0,0,0,0,0,0.652,36.7,0,حريقان متجاوران
12.7,18.0,1,0,0,0,0,0,0.861,49.8,1,عضوي موجب
255.2,379.0,1,0,0,0,0,0,0.669,36.1,0,حريقان متجاوران
0.0,2005.9,1,0,0,0,0,0,0.746,51.4,0,نفس المكان بفاصل زمني
0.0,201.0,1,0,0,0,0,0,0.761,59.3,1,عضوي موجب
4632.5,7800748.0,0,1,0,0,0,0,0.637,63.0,0,عضوي سالب
0.0,234.0,1,0,0,0,1,0,0.619,58.9,1,عضوي موجب
0.1,457.0,1,0,0,0,1,0,0.884,44.9,1,عضوي موجب
0.0,1107.4,1,0,0,0,0,0,0.604,49.1,0,نفس المكان بفاصل زمني
99.2,538.0,1,0,0,0,0,0,0.734,35.2,1,عضوي موجب
4561.9,12090459.0,0,1,0,1,0,0,0.669,42.4,0,عضوي سالب
328.0,211.0,1,0,0,0,0,0,0.823,79.8,1,تشتت واسع
0.0,60.0,1,0,0,0,1,0,0.903,38.1,1,عضوي موجب
0.0,415.0,1,0,0,0,0,0,0.83,95.5,1,عضوي موجب
1.1,125.0,1,0,0,0,0,0,0.856,35.3,1,عضوي موجب
1057.2,17144523.0,1,0,0,0,0,0,0.753,49.8,0,عضوي سالب
64.5,149.0,1,0,0,0,1,0,0.755,39.2,1,عضوي موجب
14.3,297.0,1,0,0,0,1,0,0.812,44.0,1,عضوي موجب
497.2,262.0,1,0,0,0,0,0,0.613,79.3,1,تشتت واسع
5136.0,4355922.0,0,1,0,0,0,0,0.681,64.4,0,عضوي سالب
0.0,124.0,1,0,0,0,0,0,0.61,38.6,1,مبلغ متأخر
1819.9,23250.0,1,0,0,0,1,0,0.626,28.0,0,عضوي سالب
84.6,195.0,1,0,0,0,0,0,0.643,45.3,1,عضوي موجب
9.8,364.0,1,0,0,0,0,0,0.688,48.3,1,عضوي موجب
4478.2,11441415.0,0,0,0,0,0,0,0.928,53.3,0,عضوي سالب
398.7,381.0,1,0,0,0,0,0,0.683,24.9,1,مشاهدون بعيدون
5097.8,20146517.0,0,1,0,0,0,0,0.648,46.5,0,عضوي سالب
2.8,213.0,1,0,0,0,0,0,0.742,55.4,1,مشاهدون بعيدون
0.0,979.0,1,0,0,0,0,0,0.663,47.2,1,مبلغ متأخر
48.3,84.0,1,0,0,0,1,0,0.608,63.1,1,عضوي موجب
10.6,99.0,1,0,0,0,1,0,0.728,37.1,1,عضوي موجب
35.0,22.0,1,0,0,0,0,0,0.75,47.1,1,عضوي موجب
426.5,109.0,1,0,0,0,0,0,0.728,34.2,0,حريقان متجاوران
