report_id,incident_id,is_fake,latitude,longitude,gps_accuracy,timestamp,incident_type,citizen_severity,incident_anchor,injured_count,injured_unknown,is_witness,has_media,submission_method,user_id,user_true_report_ratio,true_severity,fake_style
RPT-02699,INC-0957,0,33.575263,36.229889,6.1,2026-05-14 11:59:11,road,medium,seeing_it,4,False,False,False,full_form,USR-0089,0.897,medium,
RPT-03277,INC-1190,0,33.500676,36.321557,19.9,2026-03-01 15:00:33,road,medium,seeing_it,2,False,False,True,full_form,USR-0350,0.898,medium,
RPT-03363,INC-1211,0,33.488161,36.32816,18.3,2026-11-01 15:02:49,fire,critical,seeing_it,3,False,False,False,full_form,USR-0717,0.757,critical,
RPT-03941,INC-1428,0,33.536034,36.261744,35.6,2026-03-26 11:33:31,fire,medium,at_home,2,False,False,True,voice,USR-0122,0.8,medium,
RPT-02963,INC-1058,0,33.546339,36.288844,39.9,2026-05-14 07:28:09,disaster,critical,seeing_it,4,False,False,False,full_form,USR-0006,0.848,high,
RPT-00955,INC-0357,0,33.484758,36.319852,35.8,2026-08-20 14:50:08,police,low,seeing_it,,True,False,True,voice,USR-0485,0.74,low,
RPT-03169,INC-1150,0,33.489647,36.32402,30.7,2026-10-25 19:17:50,fire,medium,seeing_it,3,False,False,False,sos,USR-0778,0.597,high,
RPT-01792,INC-0649,0,33.514846,36.291275,41.4,2026-02-16 03:35:30,medical,high,unknown,2,False,False,True,full_form,USR-0279,0.807,medium,
RPT-00269,INC-0106,0,33.538496,36.297338,43.4,2026-05-01 16:27:28,fire,medium,at_home,5,False,False,False,full_form,USR-0141,0.269,high,
RPT-01970,INC-0713,0,33.536248,36.309116,11.9,2026-04-03 23:44:28,fire,critical,seeing_it,,True,True,False,sos,USR-0094,0.866,critical,
RPT-03173,INC-1151,0,33.572385,36.237689,17.1,2026-04-20 14:46:37,medical,medium,seeing_it,,True,True,False,voice,USR-0573,0.497,medium,
RPT-02722,INC-0965,0,33.507676,36.266312,17.2,2026-03-07 11:33:28,road,high,seeing_it,1,False,False,False,full_form,USR-0475,0.9,high,
RPT-00446,INC-0166,0,33.530947,36.299393,30.1,2026-09-27 06:12:39,road,medium,seeing_it,4,False,True,False,sos,USR-0197,0.648,medium,
RPT-03306,INC-1199,0,33.526827,36.295021,30.3,2026-10-02 10:56:03,fire,critical,seeing_it,2,False,False,True,voice,USR-0484,0.888,critical,
RPT-00725,INC-0279,0,33.52214,36.277723,22.9,2026-05-20 14:55:36,medical,low,at_home,1,False,False,True,voice,USR-0413,0.965,medium,
RPT-02001,INC-0726,0,33.54335,36.29144,34.9,2026-12-03 12:28:55,fire,medium,seeing_it,5,False,False,True,sos,USR-0006,0.848,medium,
RPT-03971,INC-1440,0,33.523665,36.285196,28.0,2026-04-26 13:22:21,road,critical,seeing_it,8,False,False,True,sos,USR-0220,0.693,critical,
RPT-02987,INC-1069,0,33.524309,36.290237,16.2,2026-04-23 12:19:36,road,low,seeing_it,,True,True,True,full_form,USR-0306,0.544,low,
RPT-03937,INC-1428,0,33.536541,36.262405,47.4,2026-03-26 11:30:07,fire,medium,at_home,,True,False,True,full_form,USR-0582,0.799,medium,
RPT-00882,INC-0328,0,33.528691,36.27731,25.1,2026-08-24 07:43:26,road,medium,seeing_it,0,False,False,True,full_form,USR-0487,0.9,low,
RPT-03476,INC-1257,0,33.560772,36.258928,24.7,2026-01-23 00:18:28,medical,high,at_home,4,False,False,False,full_form,USR-0560,0.772,high,
RPT-03922,INC-1421,0,33.502884,36.27641,32.0,2026-11-15 23:58:34,medical,low,seeing_it,1,False,False,False,full_form,USR-0720,0.868,medium,
RPT-02925,INC-1046,0,33.502152,36.264863,42.0,2026-09-23 19:49:07,road,high,seeing_it,0,False,False,True,full_form,USR-0354,0.637,medium,
RPT-01504,INC-0562,0,33.559757,36.26498,7.5,2026-07-16 15:00:45,road,critical,seeing_it,1,False,False,True,full_form,USR-0640,0.981,high,
RPT-02743,INC-0972,0,33.503441,36.276932,22.3,2026-10-16 14:23:47,medical,high,at_home,2,False,False,False,full_form,USR-0108,0.928,high,
RPT-02400,INC-0855,0,33.511416,36.263259,19.3,2026-09-17 21:29:47,fire,critical,seeing_it,,True,False,False,sos,USR-0237,0.954,critical,
RPT-04484,,1,33.505429,36.273525,49.6,2026-06-01 14:22:17,medical,medium,at_home,6,False,True,False,sos,USR-0563,0.837,,smart
RPT-01440,INC-0543,0,33.509505,36.262495,5.5,2026-04-04 20:39:44,road,high,unknown,0,False,False,False,full_form,USR-0455,0.748,high,
RPT-03735,INC-1355,0,33.564358,36.216187,8.8,2026-10-14 23:04:14,road,low,seeing_it,0,False,False,False,full_form,USR-0547,0.735,low,
RPT-02310,INC-0826,0,33.500228,36.270647,40.1,2026-06-17 18:31:45,road,high,seeing_it,,True,True,True,full_form,USR-0213,0.858,medium,
RPT-03727,INC-1350,0,33.526193,36.301012,26.9,2026-05-09 12:24:16,medical,medium,seeing_it,4,False,True,False,full_form,USR-0442,0.741,medium,
RPT-03770,INC-1370,0,33.525629,36.281071,43.2,2026-01-12 18:12:47,road,critical,seeing_it,5,False,False,False,full_form,USR-0479,0.775,medium,
RPT-00387,INC-0152,0,33.49047,36.319273,44.2,2026-08-18 05:40:07,fire,critical,seeing_it,,True,False,False,sos,USR-0393,0.826,critical,
RPT-01644,INC-0605,0,33.509861,36.267758,21.4,2026-06-25 11:36:11,road,high,seeing_it,3,False,False,True,full_form,USR-0766,0.636,high,
RPT-04142,,1,33.502184,36.311216,27.4,2026-08-06 13:42:46,medical,critical,unknown,,True,False,False,sos,FKR-0017,0.565,,classic
RPT-02681,INC-0949,0,33.540884,36.296481,26.8,2026-04-03 13:50:21,road,low,at_home,3,False,False,False,voice,USR-0096,0.713,medium,
RPT-04180,,1,33.49912,36.325862,20.8,2026-06-17 16:45:00,fire,high,unknown,8,False,False,False,sos,FKR-0029,0.334,,classic
RPT-03304,INC-1199,0,33.526739,36.294001,27.7,2026-10-02 10:53:34,fire,medium,at_home,1,False,False,False,full_form,USR-0680,0.914,critical,
RPT-02319,INC-0828,0,33.519875,36.2753,34.8,2026-02-28 16:14:09,fire,high,unknown,5,False,False,False,voice,USR-0615,0.788,high,
RPT-01953,INC-0707,0,33.571625,36.257764,27.9,2026-08-06 00:42:39,medical,high,seeing_it,4,False,False,False,voice,USR-0025,0.875,high,
RPT-01712,INC-0624,0,33.521192,36.281905,16.1,2026-11-19 09:00:01,fire,high,seeing_it,,True,False,True,full_form,USR-0761,0.608,medium,
RPT-02723,INC-0965,0,33.507428,36.266572,32.4,2026-03-07 11:31:19,road,high,seeing_it,4,False,False,False,full_form,USR-0040,0.719,high,
RPT-02339,INC-0839,0,33.509851,36.262677,29.1,2026-03-11 18:14:33,fire,critical,seeing_it,0,False,False,False,full_form,USR-0190,0.715,medium,
RPT-02660,INC-0944,0,33.48919,36.31325,42.3,2026-03-19 13:54:36,medical,low,at_home,3,False,False,False,full_form,USR-0372,0.871,medium,
RPT-00524,INC-0192,0,33.505713,36.258876,28.6,2026-03-14 15:44:51,collapse,medium,unknown,0,False,False,False,full_form,USR-0595,0.898,low,
RPT-04014,INC-1460,0,33.533183,36.303609,33.9,2026-08-02 10:10:24,medical,high,at_home,,True,False,False,full_form,USR-0006,0.848,high,
RPT-03516,INC-1273,0,33.543377,36.310523,20.7,2026-08-10 13:54:12,fire,high,seeing_it,3,False,False,False,sos,USR-0439,0.839,high,
RPT-04381,,1,33.54267,36.290918,18.6,2026-05-06 17:55:02,police,medium,at_home,4,False,False,False,sos,USR-0049,0.935,,smart
RPT-02687,INC-0953,0,33.527327,36.293173,10.1,2026-02-03 13:49:06,road,low,seeing_it,1,False,False,True,full_form,USR-0552,0.742,low,
RPT-00343,INC-0135,0,33.525758,36.291669,13.7,2026-03-20 17:37:52,road,medium,seeing_it,4,False,True,False,full_form,USR-0061,0.788,medium,
RPT-04509,,1,33.514031,36.2816,17.8,2026-11-22 07:30:42,medical,critical,at_home,,True,False,False,sos,FKR-0018,0.1,,classic
RPT-03058,INC-1098,0,33.509151,36.267218,34.7,2026-06-22 03:38:54,medical,low,at_home,0,False,False,False,full_form,USR-0078,0.841,medium,
RPT-03112,INC-1123,0,33.496431,36.32049,20.4,2026-03-20 08:41:03,medical,medium,at_home,2,False,False,False,voice,USR-0715,0.814,medium,
RPT-01208,INC-0450,0,33.510793,36.260475,45.3,2026-10-27 13:27:54,medical,low,at_home,0,False,False,False,full_form,USR-0314,0.836,low,
RPT-00437,INC-0165,0,33.535312,36.300712,12.7,2026-09-19 16:59:49,rescue,high,unknown,1,False,False,False,full_form,USR-0352,0.87,medium,
RPT-04369,,1,33.514102,36.283022,40.6,2026-12-15 16:50:43,fire,critical,seeing_it,,True,False,False,full_form,FKR-0011,0.246,,classic
RPT-01474,INC-0554,0,33.502053,36.262074,45.7,2026-08-11 19:20:43,road,high,seeing_it,1,False,False,True,voice,USR-0510,0.534,high,
RPT-04560,,1,33.512638,36.283613,5.1,2026-03-04 09:21:59,road,critical,seeing_it,,True,False,False,sos,FKR-0027,0.311,,classic
RPT-01223,INC-0454,0,33.52346,36.301094,19.4,2026-02-08 17:30:17,medical,medium,at_home,2,False,False,False,sos,USR-0392,0.415,medium,
RPT-00142,INC-0059,0,33.507799,36.264206,17.3,2026-10-15 17:58:01,medical,critical,at_home,,True,False,False,full_form,USR-0410,0.898,high,
RPT-02037,INC-0742,0,33.538346,36.226912,39.6,2026-06-27 20:23:22,collapse,critical,seeing_it,8,False,False,False,sos,USR-0507,0.961,critical,
RPT-03677,INC-1328,0,33.48808,36.313702,32.3,2026-04-26 11:01:47,police,medium,seeing_it,0,False,False,False,full_form,USR-0044,0.857,medium,
RPT-04367,,1,33.499536,36.329175,42.9,2026-01-04 16:07:36,medical,high,seeing_it,4,False,True,False,full_form,USR-0740,0.626,,smart
RPT-01164,INC-0435,0,33.580806,36.217829,36.2,2026-09-20 08:31:08,road,medium,seeing_it,0,False,False,False,voice,USR-0649,0.901,low,
RPT-00742,INC-0283,0,33.544411,36.264733,10.9,2026-09-07 11:43:43,collapse,medium,seeing_it,2,False,False,False,sos,USR-0638,0.923,medium,
RPT-03953,INC-1433,0,33.49304,36.325357,5.7,2026-12-13 09:36:25,medical,low,at_home,,True,False,False,sos,USR-0644,0.978,medium,
RPT-01295,INC-0482,0,33.521515,36.291093,13.4,2026-01-28 11:27:06,medical,high,at_home,,True,False,False,full_form,USR-0124,0.796,high,
RPT-00579,INC-0212,0,33.524153,36.311251,14.4,2026-11-27 15:59:50,fire,medium,unknown,1,False,True,False,sos,USR-0246,0.82,medium,
RPT-04134,,1,33.487935,36.312804,29.8,2026-06-26 05:38:46,fire,critical,unknown,8,False,False,False,sos,USR-0672,0.892,,classic
RPT-03883,INC-1411,0,33.489127,36.316377,49.1,2026-03-23 23:10:53,fire,high,at_home,5,False,False,False,sos,USR-0529,0.685,high,
RPT-00186,INC-0077,0,33.502735,36.320313,14.6,2026-04-18 13:52:37,rescue,critical,seeing_it,6,False,True,False,sos,USR-0699,0.87,high,
RPT-00771,INC-0292,0,33.579155,36.25242,33.6,2026-07-19 11:18:43,road,medium,seeing_it,3,False,False,False,sos,USR-0700,0.778,low,
RPT-03884,INC-1411,0,33.488904,36.316584,36.8,2026-03-23 23:10:01,fire,critical,seeing_it,2,False,False,False,full_form,USR-0645,0.494,high,
RPT-00199,INC-0084,0,33.52295,36.292214,10.7,2026-03-27 10:56:21,medical,low,at_home,3,False,False,False,sos,USR-0750,0.617,low,
RPT-04038,INC-1473,0,33.538239,36.310655,12.8,2026-11-24 05:22:51,road,medium,seeing_it,,True,True,False,full_form,USR-0736,0.722,medium,
RPT-03424,INC-1236,0,33.497819,36.317399,29.4,2026-03-03 08:08:21,fire,medium,unknown,1,False,False,True,full_form,USR-0790,0.8,medium,
RPT-03180,INC-1154,0,33.527891,36.290846,14.6,2026-05-11 22:13:34,road,medium,unknown,,True,False,False,full_form,USR-0763,0.922,medium,
RPT-00120,INC-0050,0,33.514127,36.259711,14.6,2026-07-16 07:16:19,fire,low,seeing_it,2,False,False,False,voice,USR-0413,0.965,medium,
RPT-02664,INC-0946,0,33.570768,36.233332,16.5,2026-01-26 12:44:03,road,high,seeing_it,,True,True,True,full_form,USR-0153,0.865,medium,
RPT-03575,INC-1289,0,33.486208,36.313213,38.2,2026-03-06 16:58:24,road,high,seeing_it,,True,False,False,sos,USR-0798,0.784,medium,
RPT-00289,INC-0118,0,33.564428,36.23521,41.9,2026-01-28 14:50:14,road,high,seeing_it,0,False,False,True,sos,USR-0728,0.755,medium,
RPT-00350,INC-0136,0,33.537833,36.219096,17.6,2026-12-15 18:23:16,medical,low,at_home,1,False,False,False,full_form,USR-0491,0.702,low,
RPT-02608,INC-0924,0,33.505792,36.259793,26.2,2026-11-23 14:46:18,fire,medium,seeing_it,1,False,True,False,full_form,USR-0107,0.838,medium,
RPT-04188,,1,33.49913,36.272485,45.8,2026-02-01 18:54:17,road,critical,unknown,,True,False,False,sos,FKR-0006,0.174,,classic
RPT-02676,INC-0947,0,33.499566,36.320139,16.4,2026-06-02 02:38:30,fire,high,unknown,,True,False,True,full_form,USR-0435,0.62,high,
RPT-03899,INC-1414,0,33.521985,36.278936,35.4,2026-08-12 07:36:20,road,medium,seeing_it,2,False,True,False,sos,USR-0699,0.87,high,
RPT-01071,INC-0400,0,33.513052,36.279885,31.0,2026-06-26 02:49:29,medical,low,at_home,0,False,False,False,full_form,USR-0639,0.662,low,
RPT-03007,INC-1075,0,33.512032,36.265879,48.7,2026-10-22 11:41:37,road,low,seeing_it,0,False,False,True,full_form,USR-0266,0.718,low,
RPT-00002,INC-0001,0,33.506215,36.276336,18.9,2026-06-16 10:04:57,medical,low,at_home,3,False,False,False,voice,USR-0433,0.964,low,
RPT-00483,INC-0178,0,33.525095,36.293224,39.0,2026-03-27 12:29:42,medical,high,at_home,3,False,False,False,full_form,USR-0630,0.628,high,
RPT-03028,INC-1086,0,33.499396,36.265287,48.2,2026-01-02 11:04:19,road,critical,seeing_it,,True,True,False,sos,USR-0757,0.828,critical,
RPT-04150,,1,33.515716,36.285594,38.6,2026-06-22 07:13:47,road,critical,unknown,28,False,False,False,sos,FKR-0019,0.311,,classic
RPT-03217,INC-1163,0,33.49449,36.312033,37.9,2026-03-25 11:33:34,medical,low,at_home,1,False,False,False,sos,USR-0554,0.956,medium,
RPT-03100,INC-1114,0,33.528811,36.3008,46.8,2026-06-23 04:00:51,collapse,medium,seeing_it,3,False,False,False,full_form,USR-0525,0.875,high,
RPT-04229,,1,33.491876,36.322338,36.9,2026-06-15 13:39:21,fire,high,at_home,,True,False,False,voice,USR-0629,0.832,,classic
RPT-00081,INC-0035,0,33.514022,36.265699,47.9,2026-03-14 15:18:34,road,low,seeing_it,0,False,True,False,full_form,USR-0661,0.882,low,
RPT-00923,INC-0345,0,33.565354,36.24483,37.9,2026-08-12 17:54:00,fire,high,at_home,,True,False,False,voice,USR-0017,0.683,medium,
RPT-04414,,1,33.529941,36.296423,43.2,2026-03-16 07:51:37,medical,critical,seeing_it,24,False,False,False,voice,FKR-0005,0.339,,classic
RPT-01715,INC-0624,0,33.522328,36.28236,44.4,2026-11-19 09:01:21,fire,critical,seeing_it,2,False,False,True,sos,USR-0575,0.943,medium,
RPT-02955,INC-1056,0,33.521007,36.277644,40.7,2026-03-02 17:29:41,medical,medium,seeing_it,1,False,False,False,full_form,USR-0551,0.695,low,
RPT-00712,INC-0276,0,33.538244,36.295145,37.9,2026-08-09 22:06:26,road,critical,seeing_it,5,False,False,False,voice,USR-0259,0.712,high,
RPT-03933,INC-1428,0,33.535788,36.26249,48.6,2026-03-26 11:33:40,fire,medium,at_home,1,False,False,False,voice,USR-0166,0.817,medium,
RPT-04110,,1,33.538195,36.216294,49.2,2026-01-20 14:55:59,fire,critical,unknown,18,False,False,False,voice,FKR-0052,0.21,,classic
RPT-00506,INC-0183,0,33.487617,36.315539,35.2,2026-07-01 19:09:06,medical,low,at_home,,True,False,False,sos,USR-0125,0.761,low,
RPT-01029,INC-0384,0,33.532284,36.290601,35.5,2026-07-26 11:42:05,police,low,seeing_it,0,False,True,False,full_form,USR-0665,0.671,medium,
RPT-02586,INC-0915,0,33.500844,36.28207,29.3,2026-09-18 16:39:32,medical,critical,at_home,,True,False,False,full_form,USR-0014,0.826,high,
RPT-01709,INC-0623,0,33.507605,36.273127,47.3,2026-02-09 12:22:35,road,low,seeing_it,0,False,False,False,full_form,USR-0293,0.984,low,
RPT-00627,INC-0234,0,33.515028,36.284065,40.4,2026-01-27 07:26:05,road,low,unknown,0,False,False,True,voice,USR-0719,0.928,low,
RPT-03602,INC-1299,0,33.520619,36.277064,25.1,2026-03-06 17:23:54,road,low,seeing_it,4,False,True,False,full_form,USR-0032,0.695,high,
RPT-03050,INC-1092,0,33.53718,36.309439,41.6,2026-06-14 23:26:41,road,low,unknown,,True,False,False,full_form,USR-0468,0.699,low,
RPT-02712,INC-0962,0,33.560884,36.228549,9.9,2026-06-13 15:26:22,road,medium,seeing_it,0,False,False,False,full_form,USR-0575,0.943,medium,
RPT-02272,INC-0806,0,33.521496,36.27746,10.6,2026-07-08 00:17:56,road,critical,seeing_it,,True,False,False,voice,USR-0669,0.882,high,
RPT-02844,INC-1011,0,33.581586,36.257961,37.8,2026-04-01 21:04:33,road,low,seeing_it,0,False,False,True,full_form,USR-0031,0.899,low,
RPT-02297,INC-0818,0,33.517571,36.285358,36.8,2026-07-20 17:13:07,medical,critical,unknown,4,False,False,True,full_form,USR-0076,0.957,high,
RPT-00222,INC-0090,0,33.490113,36.324979,17.2,2026-10-19 21:51:45,fire,critical,seeing_it,,True,False,True,sos,USR-0070,0.617,critical,
RPT-04521,,1,33.502271,36.322868,16.7,2026-10-10 21:59:28,fire,medium,at_home,11,False,False,False,full_form,FKR-0043,0.338,,classic
RPT-00288,INC-0117,0,33.562226,36.26331,46.1,2026-05-17 10:18:40,medical,high,at_home,2,False,True,True,sos,USR-0638,0.923,high,
RPT-00774,INC-0294,0,33.510733,36.277214,7.7,2026-06-20 10:04:58,road,medium,seeing_it,0,False,False,False,sos,USR-0402,0.768,medium,
RPT-01982,INC-0717,0,33.527505,36.291093,44.0,2026-06-04 07:28:34,fire,medium,unknown,1,False,False,False,sos,USR-0533,0.912,medium,
RPT-04129,,1,33.490934,36.314703,26.2,2026-07-13 16:15:37,medical,medium,unknown,,True,False,False,full_form,USR-0515,0.738,,classic
RPT-03136,INC-1135,0,33.537066,36.306826,22.8,2026-01-24 18:23:11,road,high,seeing_it,,True,False,True,sos,USR-0195,0.929,high,
RPT-03189,INC-1157,0,33.499403,36.325322,39.3,2026-04-10 13:49:59,medical,high,at_home,1,False,False,False,full_form,USR-0137,0.787,high,
RPT-00829,INC-0308,0,33.501346,36.319539,24.4,2026-06-10 06:06:55,police,high,seeing_it,1,False,True,False,full_form,USR-0764,0.9,medium,
RPT-03220,INC-1164,0,33.514224,36.26094,39.8,2026-04-23 05:19:22,police,high,seeing_it,1,False,False,False,voice,USR-0075,0.771,medium,
RPT-02185,INC-0786,0,33.523585,36.287154,45.1,2026-12-21 08:34:32,medical,high,unknown,,True,False,False,sos,USR-0420,0.861,high,
RPT-02782,INC-0986,0,33.501256,36.272929,30.3,2026-08-28 20:44:15,road,medium,unknown,2,False,False,False,full_form,USR-0219,0.949,medium,
RPT-02704,INC-0958,0,33.550729,36.232491,19.6,2026-02-15 07:49:10,medical,critical,seeing_it,13,False,True,False,full_form,USR-0233,0.939,critical,
RPT-02069,INC-0751,0,33.524362,36.288273,44.7,2026-04-13 15:31:37,fire,medium,unknown,5,False,False,False,voice,USR-0616,0.728,high,
RPT-02330,INC-0834,0,33.493521,36.315085,20.2,2026-02-03 13:38:58,fire,high,seeing_it,5,False,False,True,full_form,USR-0348,0.874,medium,
RPT-02331,INC-0834,0,33.492268,36.315043,46.6,2026-02-03 13:41:08,fire,high,unknown,2,False,False,False,full_form,USR-0755,0.719,medium,
RPT-04079,INC-1487,0,33.50361,36.312195,36.1,2026-08-06 14:31:09,road,critical,seeing_it,3,False,True,False,full_form,USR-0169,0.905,high,
RPT-03576,INC-1289,0,33.486946,36.313599,14.1,2026-03-06 17:01:59,road,high,seeing_it,1,False,False,True,full_form,USR-0373,0.884,medium,
RPT-02612,INC-0924,0,33.506898,36.260553,33.4,2026-11-23 14:47:57,fire,high,seeing_it,,True,False,False,sos,USR-0643,0.963,medium,
RPT-00082,INC-0036,0,33.518229,36.275109,38.9,2026-12-03 12:26:27,medical,high,unknown,,True,False,False,sos,USR-0737,0.659,high,
RPT-03157,INC-1143,0,33.570614,36.256582,19.2,2026-10-22 23:01:25,medical,critical,seeing_it,5,False,False,False,full_form,USR-0100,0.726,critical,
RPT-00325,INC-0125,0,33.504481,36.315655,28.2,2026-07-04 08:32:52,road,medium,seeing_it,2,False,False,False,full_form,USR-0233,0.939,medium,
RPT-03347,INC-1209,0,33.579721,36.220509,46.4,2026-02-18 10:58:25,road,medium,seeing_it,3,False,False,False,voice,USR-0629,0.832,high,
RPT-03392,INC-1222,0,33.515357,36.272118,43.1,2026-07-23 10:22:13,fire,low,seeing_it,2,False,False,False,full_form,USR-0169,0.905,low,
RPT-01794,INC-0651,0,33.521655,36.286209,8.9,2026-06-09 18:28:29,medical,low,seeing_it,1,False,False,True,full_form,USR-0619,0.893,low,
RPT-03098,INC-1114,0,33.528898,36.300312,26.6,2026-06-23 04:04:58,collapse,high,seeing_it,,True,False,False,full_form,USR-0023,0.922,high,
RPT-00746,INC-0283,0,33.545365,36.263936,5.6,2026-09-07 11:43:25,collapse,medium,seeing_it,,True,True,False,full_form,USR-0657,0.943,medium,
RPT-02937,INC-1052,0,33.505018,36.276735,5.1,2026-12-13 15:20:58,medical,critical,at_home,2,False,False,False,sos,USR-0224,0.832,high,
RPT-02108,INC-0762,0,33.546134,36.295696,37.4,2026-02-28 10:18:28,medical,high,at_home,4,False,False,False,full_form,USR-0512,0.778,high,
RPT-01833,INC-0665,0,33.499886,36.314926,25.7,2026-05-18 22:08:02,road,low,seeing_it,0,False,False,False,full_form,USR-0471,0.903,low,
RPT-04026,INC-1467,0,33.493087,36.323046,16.0,2026-10-02 04:24:10,road,low,unknown,,True,False,False,full_form,USR-0533,0.912,medium,
RPT-01232,INC-0457,0,33.52432,36.311516,7.8,2026-03-26 08:21:35,fire,critical,unknown,,True,False,True,full_form,USR-0723,0.856,high,
RPT-03057,INC-1097,0,33.57657,36.227995,24.4,2026-07-17 17:10:10,fire,low,at_home,0,False,False,True,full_form,USR-0798,0.784,medium,
RPT-02125,INC-0772,0,33.527055,36.284426,43.2,2026-08-21 18:48:07,disaster,high,seeing_it,4,False,True,False,sos,USR-0444,0.827,high,
RPT-01514,INC-0563,0,33.518086,36.277313,18.7,2026-08-06 19:06:12,medical,high,at_home,0,False,False,False,full_form,USR-0134,0.931,medium,
RPT-02032,INC-0741,0,33.560243,36.254669,12.3,2026-07-06 00:25:22,medical,low,at_home,3,False,False,False,full_form,USR-0769,0.922,medium,
RPT-03123,INC-1130,0,33.544512,36.291054,24.4,2026-08-11 17:26:45,medical,high,at_home,3,False,False,False,sos,USR-0738,0.607,high,
RPT-01818,INC-0661,0,33.552678,36.228099,5.1,2026-03-16 08:44:55,medical,critical,seeing_it,4,False,True,True,sos,USR-0372,0.871,critical,
RPT-00530,INC-0195,0,33.519124,36.29069,32.1,2026-11-13 18:15:36,road,critical,unknown,15,False,False,False,full_form,USR-0454,0.84,critical,
RPT-00747,INC-0283,0,33.544472,36.265235,30.6,2026-09-07 11:39:41,collapse,medium,seeing_it,0,False,False,False,sos,USR-0769,0.922,medium,
RPT-02962,INC-1058,0,33.546718,36.288788,12.5,2026-05-14 07:20:50,disaster,high,unknown,,True,False,False,sos,USR-0599,0.819,high,
RPT-02615,INC-0925,0,33.50635,36.269324,43.2,2026-05-05 07:05:59,road,medium,seeing_it,3,False,True,False,full_form,USR-0638,0.923,low,
RPT-03252,INC-1180,0,33.5104,36.271018,40.7,2026-04-16 04:45:48,medical,critical,at_home,13,False,False,False,full_form,USR-0331,0.87,critical,
RPT-03025,INC-1084,0,33.492541,36.327585,26.5,2026-03-13 20:08:59,medical,medium,at_home,0,False,False,False,sos,USR-0420,0.861,medium,
RPT-03737,INC-1356,0,33.503737,36.319143,19.9,2026-03-08 06:48:40,medical,high,at_home,3,False,False,False,sos,USR-0049,0.935,high,
RPT-01062,INC-0396,0,33.52803,36.281721,6.2,2026-12-23 16:35:12,fire,medium,seeing_it,1,False,False,False,full_form,USR-0736,0.722,medium,
RPT-03839,INC-1399,0,33.487228,36.327669,12.0,2026-07-10 17:18:48,medical,critical,at_home,1,False,False,False,sos,USR-0701,0.718,high,
RPT-01450,INC-0547,0,33.48744,36.314982,11.2,2026-07-01 09:58:38,road,low,at_home,,True,False,True,sos,USR-0074,0.88,low,
RPT-00338,INC-0131,0,33.514264,36.279296,48.3,2026-06-06 22:08:51,medical,low,at_home,,True,False,False,sos,USR-0280,0.79,medium,
RPT-01189,INC-0446,0,33.536769,36.298127,31.8,2026-12-04 19:02:32,medical,medium,at_home,,True,False,False,full_form,USR-0073,0.663,medium,
RPT-04519,,1,33.514107,36.281193,37.0,2026-04-15 11:03:39,fire,critical,seeing_it,,True,False,False,full_form,FKR-0053,0.134,,classic
RPT-03852,INC-1401,0,33.496033,36.322353,7.6,2026-05-20 13:38:54,fire,high,seeing_it,6,False,False,False,sos,USR-0338,0.781,high,
RPT-03469,INC-1254,0,33.505627,36.265119,16.9,2026-09-08 20:01:39,fire,critical,at_home,,True,False,True,sos,USR-0499,0.954,critical,
RPT-02582,INC-0913,0,33.501107,36.271267,37.2,2026-12-14 18:20:07,medical,medium,at_home,0,False,False,False,sos,USR-0597,0.813,low,
RPT-02852,INC-1015,0,33.575513,36.251677,37.4,2026-07-23 15:50:53,medical,medium,at_home,3,False,True,False,full_form,USR-0292,0.461,medium,
RPT-01696,INC-0619,0,33.51542,36.273799,6.8,2026-01-19 14:26:22,medical,low,seeing_it,0,False,False,False,sos,USR-0030,0.9,low,
RPT-04267,,1,33.523146,36.288049,17.4,2026-09-15 13:49:03,fire,medium,seeing_it,,True,False,False,full_form,FKR-0031,0.06,,classic
RPT-03777,INC-1374,0,33.500347,36.269579,49.1,2026-01-12 13:58:28,fire,high,unknown,0,False,False,True,full_form,USR-0473,0.804,high,
RPT-02033,INC-0741,0,33.55897,36.25568,24.1,2026-07-06 00:28:26,medical,medium,at_home,,True,False,True,full_form,USR-0497,0.834,medium,
RPT-01744,INC-0631,0,33.50052,36.311873,17.3,2026-07-10 12:30:34,fire,medium,seeing_it,4,False,False,False,full_form,USR-0211,0.809,medium,
RPT-03116,INC-1125,0,33.544846,36.298114,8.8,2026-06-05 06:04:17,rescue,high,at_home,3,False,False,True,full_form,USR-0412,0.659,high,
RPT-01022,INC-0380,0,33.525003,36.290985,7.2,2026-09-12 16:02:46,road,high,seeing_it,,True,True,True,full_form,USR-0539,0.661,medium,
RPT-03687,INC-1333,0,33.552968,36.260309,8.3,2026-06-21 23:57:31,fire,critical,seeing_it,,True,True,True,sos,USR-0053,0.889,critical,
RPT-04106,INC-1498,0,33.536011,36.237592,10.4,2026-07-17 16:48:55,road,low,unknown,0,False,False,False,full_form,USR-0113,0.8,low,
RPT-01435,INC-0542,0,33.531093,36.290621,9.7,2026-03-14 18:52:06,medical,medium,seeing_it,,True,False,False,full_form,USR-0060,0.699,low,
RPT-00407,INC-0161,0,33.503998,36.320116,26.8,2026-03-28 18:10:33,medical,low,at_home,5,False,False,False,full_form,USR-0650,0.637,medium,
RPT-03535,INC-1277,0,33.51736,36.284328,41.2,2026-03-26 13:59:25,disaster,high,seeing_it,4,False,False,False,full_form,USR-0337,0.904,high,
